segment,fold
tennis:match322:000,1
tennis:match323:000,2
tennis:match324:000,2
tennis:match325:000,3
tennis:match326:000,2
tennis:match327:000,0
tennis:match328:000,2
tennis:match329:000,4
tennis:match32:000,4
tennis:match330:000,2
tennis:match331:000,1
tennis:match332:000,1
tennis:match333:000,4
tennis:match334:000,3
tennis:match335:000,2
tennis:match336:000,0
tennis:match337:000,3
tennis:match338:000,1
tennis:match339:000,4
tennis:match33:000,0
tennis:match340:000,2
tennis:match341:000,3
tennis:match342:000,1
tennis:match343:000,0
tennis:match344:000,4
tennis:match345:000,2
tennis:match346:000,4
tennis:match347:000,4
tennis:match348:000,4
tennis:match349:000,1
tennis:match34:000,2
tennis:match350:000,0
tennis:match351:000,0
tennis:match352:000,4
tennis:match353:000,0
tennis:match354:000,1
tennis:match355:000,2
tennis:match356:000,0
tennis:match357:000,4
tennis:match358:000,1
tennis:match359:000,4
tennis:match35:000,2
tennis:match360:000,4
tennis:match361:000,0
tennis:match362:000,2
tennis:match363:000,1
tennis:match364:000,2
tennis:match365:000,4
tennis:match366:000,4
tennis:match367:000,1
tennis:match368:000,0
tennis:match369:000,0
tennis:match36:000,2
tennis:match370:000,2
tennis:match371:000,0
tennis:match372:000,2
tennis:match373:000,4
tennis:match374:000,0
tennis:match375:000,3
tennis:match376:000,1
tennis:match377:000,1
tennis:match378:000,2
tennis:match379:000,4
tennis:match37:000,1
tennis:match380:000,2
tennis:match381:000,3
tennis:match382:000,3
tennis:match383:000,4
tennis:match384:000,2
tennis:match385:000,2
tennis:match386:000,0
tennis:match387:000,3
tennis:match388:000,0
tennis:match389:000,0
tennis:match38:000,1
tennis:match390:000,2
tennis:match391:000,4
tennis:match392:000,4
tennis:match393:000,2
tennis:match394:000,0
tennis:match395:000,0
tennis:match396:000,2
tennis:match397:000,1
tennis:match398:000,3
tennis:match399:000,2
tennis:match39:000,3
tennis:match3:000,4
tennis:match400:000,4
tennis:match401:000,0
tennis:match402:000,3
tennis:match403:000,4
tennis:match404:000,4
tennis:match405:000,4
tennis:match406:000,1
tennis:match407:000,2
tennis:match408:000,4
tennis:match409:000,1
tennis:match40:000,1
tennis:match410:000,3
tennis:match411:000,0
tennis:match412:000,0
tennis:match413:000,3
tennis:match414:000,1
tennis:match415:000,0
tennis:match416:000,2
tennis:match417:000,3
tennis:match418:000,0
tennis:match419:000,4
tennis:match41:000,4
tennis:match420:000,2
tennis:match421:000,4
tennis:match422:000,3
tennis:match423:000,2
tennis:match424:000,3
tennis:match425:000,1
tennis:match426:000,3
tennis:match427:000,1
tennis:match428:000,0
tennis:match429:000,2
tennis:match42:000,0
tennis:match430:000,3
tennis:match431:000,4
tennis:match43:000,4
tennis:match44:000,3
tennis:match45:000,4
tennis:match46:000,0
tennis:match47:000,4
tennis:match48:000,4
tennis:match49:000,2
tennis:match4:000,1
tennis:match50:000,2
tennis:match51:000,1
tennis:match52:000,2
tennis:match53:000,3
tennis:match54:000,3
tennis:match55:000,4
tennis:match56:000,0
tennis:match57:000,4
tennis:match58:000,3
tennis:match59:000,3
tennis:match60:000,3
tennis:match61:000,3
tennis:match62:000,0
tennis:match63:000,4
tennis:match64:000,2
tennis:match65:000,1
tennis:match66:000,4
tennis:match67:000,0
tennis:match68:000,2
tennis:match69:000,2
tennis:match6:000,3
tennis:match70:000,4
tennis:match71:000,3
tennis:match72:000,3
tennis:match73:000,4
tennis:match74:000,0
tennis:match75:000,4
tennis:match76:000,1
tennis:match77:000,4
tennis:match78:000,1
tennis:match79:000,1
tennis:match7:000,2
tennis:match80:000,4
tennis:match81:000,4
tennis:match82:000,4
tennis:match83:000,0
tennis:match84:000,4
tennis:match85:000,3
tennis:match86:000,2
tennis:match87:000,3
tennis:match88:000,1
tennis:match89:000,0
tennis:match8:000,2
tennis:match90:000,0
tennis:match91:000,1
tennis:match92:000,3
tennis:match93:000,0
tennis:match94:000,1
tennis:match95:000,2
tennis:match96:000,1
tennis:match97:000,1
tennis:match98:000,0
tennis:match99:000,0
tennis:match9:000,0
